,Review Text,labels
15564,Its service & behave very bad.,Negative
15565,Disgusted taste ... I hate this �,Negative
15566,waiting for an hour and the food is still to be served.,Negative
15568,Poor service! Fully unprofessional � Kept us waiting for long time,Negative
15570,New best eating place in Dhanmondi.... Best food at a Best price..,Positive
15571,Always happy to be there! The food is very good!!!,Positive
15572,too much garlic in the beef naga pasta . more like garlic naga pasta . beef is also undercooked .,Negative
15573,"Always Late survive, Don't go in this restaurant. You will waste your time.",Negative
15574,worst pasta ever worst service used one time glass ( lipstic lagano glass e ),Negative
15575,It was horrible restaurant. Waited 1.30 hours but food never served.,Negative
15576,best pasta,Positive
15577,Kabsa is the worst food�,Negative
15578,so so,Negative
15579,good,Negative
15580,very gooooooood,Positive
15581,it's good,Positive
15583,"Awesome place for food lover's...many of you think this is a bangla restaurant but we have B.B.Q fish and meat items,authentic Chinese and thai foods. Our three layer pudding is something which you never test before.",Positive
15584,"Awesome place for food lovers,well decorated.i specially enjoyed the bangla dishes,its tremendous ...prices are reasonable n foods are healthy...i must say it is a good place for stop hunger with delicious and healthy food...",Positive
15586,Your Chinese food reminds me the food i tast in Malaysia... really very tasty and delicious foods you have. your 3layer pudding is extraordinary.. i never eat or saw such a thing before this. keep it up.,Positive
15587,We have arranged a special meeting and found that all system are very remarkable and fine. Actually the place is not bad. We wish Vojon restaurant's future upgaradation and success all time.,Negative
15588,Good Food Good place Good Environment Good for family and friends adda.. Nice environment and good facilities for office meeting/party. Best wishes...,Positive
15589,A nice place to have delicious food with expected service!,Positive
15590,"This is really nice neat place for lunch,dinner.......................",Positive
15591,I like Vajon restora its food is Good. & nich place,Positive
15592,it's excellent for its service and nice interior design :),Positive
15593,Very Good restaurent. Good food.�. Everything neat and clean.,Positive
15594,Good food with best taste,Positive
15595,Really likAble. I m loving it.u should try it.yammy...,Positive
15596,Best Biriyani I ever had..... :).... love their service....,Positive
15597,dhaka er polton er modde amon ekta restaurant ase age kkno jantam na. ek bhai er kotha te ekdin giye test korsi. tader decoration r food qualities asholei joss beshi joss. price ta ektu olpo beeshi but okhane gele apnar oi price gaye lagbe na.,Positive
15598,vai khabar valo maner.... taste different! ek kothay awesome ��,Positive
15601,"Have tried Lal Badshah Rice Thaali, one of their best items. Food was so delicious that it will make me to drive in here in near future with my family and friends to get a bite of other food items.",Positive
15603,"Was this restaurant this evening. Have tried Tandoori Rice Thaali, one of their best items. Food was so delicious that it will make me to drive in here in near future with my family and friends to get a bite of other food items.",Positive
15604,"Its good and great to eat and chit chat with group, enjoyable and exciting...i appreciate the thought of this restaurant that - Come in hungry and leave saying WOW !!!' Stay in the good book of the food lovers, good luck guyz... (y) <3",Positive
15605,Every time I have a shitty day I treat myself with some good food. So I thought lets try @[1544692899186955:Dawat-e-kabab] for dinner. We had the Reshmi Curry Chicken n' Butter naan. It was #AWESOME.... Looking forward to my next shitty day and the food at Dawat-e-Kabab. Good job chief. Seriously recommending the Reshmi Chicken Curry if your into non spicy curry. Loved it.,Positive
15606,"It's a good place for chit-chat�The food quality is really tasty with a reasonable price��� I tasted 3 items already tandoori Thali, Laal Badshas Thali and chicken shwarma..�they were well cooked and flavored.� Overall it's really a very nice place.people should visit and taste their items� Good_luck� #nusrat�",Positive
15607,"Though the space is not so big but the food quality, taste, & the staffs behavior is just Awesome. Also price is lower than the other places. What I liked most, was the desert with the set menu..!!!! In a word, I'm just in love with it..!!!",Positive
15608,"It's a good place for chit-chat. The food quality is really tasty with a reasonable price. I tasted 2 items already B.B.Q Thali and Laal Badshas Thali, they were well cooked and flavored. Overall it's really a very nice place.people should visit and taste their items. Good_luck.",Positive
15609,Tasty food at reasonable price...all food are good but smoked chicken fried rice is best.... simple nd nice place....friendly behavior...,Positive
